query,forum_topics_url
MANKIND,https://mmb.moneycontrol.com/forum-topics/stocks/mankind-pharma-512229.html
ADANIENSOL,https://mmb.moneycontrol.com/forum-topics/stocks/adani-energy-509969.html
EPIGRAL,https://mmb.moneycontrol.com/forum-topics/stocks/epigral-511727.html
GPIL,https://mmb.moneycontrol.com/forum-topics/stocks/godawari-power-246364.html
KAYNES,https://mmb.moneycontrol.com/forum-topics/stocks/kaynes-technology-512082.html
KIRLFER,https://mmb.moneycontrol.com/forum-topics/stocks/kirloskar-ferro-10801.html
SAFARI,https://mmb.moneycontrol.com/forum-topics/stocks/safari-ind-121535.html
SYRMA,https://mmb.moneycontrol.com/forum-topics/stocks/syrma-sgs-512002.html
CONCORDBIO,https://mmb.moneycontrol.com/forum-topics/stocks/concord-biotech-513310.html
WELSPUNLIV,https://mmb.moneycontrol.com/forum-topics/stocks/welspun-india-65321.html
ACE,https://mmb.moneycontrol.com/forum-topics/stocks/action-const-246863.html
ANANDRATHI,https://mmb.moneycontrol.com/forum-topics/stocks/anand-rathi-511816.html
CELLO,https://mmb.moneycontrol.com/forum-topics/stocks/cello-world-515397.html
DOMS,https://mmb.moneycontrol.com/forum-topics/stocks/doms-industries-515609.html
ELECON,https://mmb.moneycontrol.com/forum-topics/stocks/elecon-eng-43324.html
HAPPYFORGE,https://mmb.moneycontrol.com/forum-topics/stocks/happy-forgings-515618.html
HBLPOWER,https://mmb.moneycontrol.com/forum-topics/stocks/hbl-eng-53746.html
HONASA,https://mmb.moneycontrol.com/forum-topics/stocks/honasa-consumer-515431.html
JIOFIN,https://mmb.moneycontrol.com/forum-topics/stocks/jio-financial-513786.html
JSWINFRA,https://mmb.moneycontrol.com/forum-topics/stocks/jsw-infrastructure-514545.html
JWL,https://mmb.moneycontrol.com/forum-topics/stocks/commercial-eng-509191.html
LLOYDSME,https://mmb.moneycontrol.com/forum-topics/stocks/lloyds-metals-58245.html
NUVAMA,https://mmb.moneycontrol.com/forum-topics/stocks/nuvama-wealth-manage-514752.html
RRKABEL,https://mmb.moneycontrol.com/forum-topics/stocks/r-r-kabel-514295.html
SBFC,https://mmb.moneycontrol.com/forum-topics/stocks/sbfc-finance-513308.html
SIGNATURE,https://mmb.moneycontrol.com/forum-topics/stocks/signatureglobal-india-ltd-514539.html
TATATECH,https://mmb.moneycontrol.com/forum-topics/stocks/tata-technologies-515436.html
TITAGARH,https://mmb.moneycontrol.com/forum-topics/stocks/titagarh-wagons-246862.html
TVSSCS,https://mmb.moneycontrol.com/forum-topics/stocks/tvs-supply-513482.html
